Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN35665,2,0,0,3,Not Selected,0,Room_Type 1,52,2018,2,25,Online,0,0,0,67.5,0,Canceled
INN13367,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,5,16,Online,0,0,0,64.68,1,Not_Canceled
INN19076,1,0,2,5,Meal Plan 2,0,Room_Type 1,125,2018,7,18,Offline,0,0,0,68,0,Not_Canceled
INN29399,2,0,0,3,Meal Plan 1,0,Room_Type 4,23,2017,10,21,Offline,0,0,0,75,1,Not_Canceled
INN10179,2,0,2,1,Not Selected,0,Room_Type 1,38,2018,4,17,Online,0,0,0,68.14,1,Not_Canceled
INN00240,2,0,1,0,Not Selected,0,Room_Type 1,31,2018,4,24,Online,0,0,0,94.5,0,Canceled
INN09001,2,0,2,3,Meal Plan 1,0,Room_Type 1,207,2017,8,21,Online,0,0,0,76.5,3,Not_Canceled
INN04431,1,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,3,12,Online,0,0,0,97,0,Canceled
INN24181,2,0,0,5,Meal Plan 1,0,Room_Type 4,83,2018,7,5,Online,0,0,0,127.8,0,Canceled
INN15195,2,0,1,1,Meal Plan 1,0,Room_Type 2,0,2017,12,5,Online,0,0,0,73,1,Not_Canceled
INN33548,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85,0,Not_Canceled
INN16445,2,1,1,3,Meal Plan 1,0,Room_Type 1,17,2018,12,29,Online,0,0,0,152.1,1,Not_Canceled
INN11696,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN34678,2,0,1,0,Meal Plan 1,0,Room_Type 1,8,2018,4,24,Online,0,0,0,101,0,Canceled
INN14548,2,0,1,2,Not Selected,0,Room_Type 1,53,2018,5,30,Online,0,0,0,116.1,1,Not_Canceled
INN16728,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
INN18680,3,0,1,2,Meal Plan 1,0,Room_Type 4,27,2018,4,29,Online,0,0,0,177,0,Canceled
INN15133,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,90,0,Not_Canceled
INN09924,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,3,2,Online,0,0,0,80.3,2,Not_Canceled
INN16068,2,1,0,1,Meal Plan 1,0,Room_Type 1,45,2018,6,1,Online,0,0,0,125.1,2,Not_Canceled
INN16191,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,10,17,Corporate,0,0,0,162,0,Not_Canceled
INN24759,1,0,0,4,Meal Plan 1,0,Room_Type 1,5,2018,9,28,Corporate,1,0,1,65,1,Not_Canceled
INN03222,2,0,2,0,Meal Plan 1,0,Room_Type 1,95,2018,11,20,Online,0,0,0,84.6,2,Canceled
INN33697,2,0,1,4,Meal Plan 1,0,Room_Type 1,218,2018,10,17,Online,0,0,0,90.95,0,Canceled
INN11143,2,2,0,1,Meal Plan 1,0,Room_Type 6,19,2017,9,16,Online,0,0,0,155,2,Not_Canceled
INN13050,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,Canceled
INN20590,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,7,14,Offline,0,0,0,112,0,Canceled
INN31066,2,0,2,2,Meal Plan 1,0,Room_Type 1,125,2017,8,7,Online,0,0,0,76.5,1,Canceled
INN08978,2,0,2,3,Meal Plan 1,0,Room_Type 1,152,2018,7,22,Online,0,0,0,101.15,0,Canceled
INN34316,2,2,2,1,Meal Plan 1,0,Room_Type 6,8,2018,10,29,Online,0,0,0,188.01,1,Not_Canceled
INN11820,3,0,0,4,Meal Plan 1,0,Room_Type 4,105,2018,8,24,Online,0,0,0,150.3,0,Canceled
INN02274,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN09818,2,0,2,1,Meal Plan 1,0,Room_Type 1,166,2018,8,27,Online,0,0,0,96.3,0,Canceled
INN25995,1,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,8,27,Online,0,0,0,134,0,Not_Canceled
INN19805,2,0,0,3,Meal Plan 1,0,Room_Type 1,17,2017,10,20,Online,0,0,0,82.08,0,Not_Canceled
INN22592,3,0,2,1,Meal Plan 1,0,Room_Type 1,99,2018,5,1,Online,0,0,0,137.7,2,Not_Canceled
INN10216,3,0,2,1,Meal Plan 1,0,Room_Type 1,13,2018,2,6,Online,0,0,0,130,2,Not_Canceled
INN16329,3,0,1,2,Meal Plan 1,0,Room_Type 4,28,2018,11,11,Online,0,0,0,166.67,0,Canceled
INN13547,2,0,0,3,Meal Plan 2,0,Room_Type 1,150,2018,6,16,Offline,0,0,0,45,1,Not_Canceled
INN35925,2,0,1,2,Meal Plan 1,0,Room_Type 1,12,2018,3,28,Offline,0,0,0,38.67,0,Canceled
INN17453,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120,0,Canceled
INN15303,2,0,1,2,Meal Plan 2,0,Room_Type 1,309,2018,5,13,Offline,0,0,0,101,0,Canceled
INN10831,2,1,1,0,Meal Plan 1,0,Room_Type 1,11,2018,4,18,Online,0,0,0,119,1,Not_Canceled
INN26137,2,0,1,2,Meal Plan 1,0,Room_Type 4,93,2018,3,25,Online,0,0,0,105.3,2,Canceled
INN33175,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,13,Corporate,0,0,0,79,0,Not_Canceled
INN01258,2,0,2,4,Not Selected,0,Room_Type 1,109,2018,7,13,Online,0,0,0,68.72,0,Not_Canceled
INN20216,2,0,1,2,Meal Plan 1,0,Room_Type 1,309,2018,5,13,Offline,0,0,0,65,0,Not_Canceled
INN30740,3,0,0,2,Meal Plan 1,0,Room_Type 4,17,2018,12,2,Online,0,0,0,157.5,2,Not_Canceled
INN35611,2,0,2,3,Not Selected,0,Room_Type 1,3,2018,5,12,Online,0,0,0,121,0,Not_Canceled
INN23531,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,1,14,Offline,0,0,0,52,0,Not_Canceled
INN21609,2,0,1,3,Meal Plan 1,0,Room_Type 1,95,2018,11,14,Online,0,0,0,86.25,2,Not_Canceled
INN09203,2,0,2,0,Meal Plan 1,0,Room_Type 1,150,2018,9,25,Online,0,0,0,91.48,1,Not_Canceled
INN11291,2,0,1,2,Meal Plan 1,0,Room_Type 4,21,2018,4,11,Online,0,0,0,136,1,Not_Canceled
INN29442,2,2,0,1,Meal Plan 1,0,Room_Type 6,4,2018,3,25,Online,0,0,0,240,1,Not_Canceled
INN02090,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,12,31,Online,0,0,0,135,1,Not_Canceled
INN35007,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,11,20,Online,0,0,0,0,0,Not_Canceled
INN11557,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,8,25,Online,0,0,0,155,1,Not_Canceled
INN22468,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN04449,2,0,1,3,Meal Plan 1,0,Room_Type 4,4,2017,10,19,Offline,0,0,0,72.25,0,Not_Canceled
INN28604,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
INN12797,2,0,0,2,Meal Plan 1,0,Room_Type 1,256,2018,8,26,Offline,0,0,0,72.25,1,Not_Canceled
INN31516,2,0,2,1,Meal Plan 1,0,Room_Type 1,102,2018,1,3,Offline,0,0,0,40.67,0,Not_Canceled
INN15191,1,0,1,2,Meal Plan 1,0,Room_Type 1,39,2018,6,20,Online,0,0,0,94.5,2,Not_Canceled
INN11574,1,0,2,3,Meal Plan 1,0,Room_Type 1,4,2018,10,23,Offline,0,0,0,95,0,Not_Canceled
INN15433,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100,0,Not_Canceled
INN06955,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Online,0,0,0,101.5,0,Canceled
INN15514,1,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,75.33,1,Not_Canceled
INN16567,3,0,1,3,Meal Plan 1,0,Room_Type 4,49,2018,10,10,Online,0,0,0,158.4,0,Not_Canceled
INN02391,2,0,2,5,Meal Plan 1,0,Room_Type 2,13,2017,8,27,Online,0,0,0,85.29,1,Canceled
INN08656,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2018,8,28,Offline,0,0,0,85,0,Not_Canceled
INN06457,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,9,Online,0,0,0,72.07,1,Not_Canceled
INN18408,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,2017,10,23,Online,0,0,0,74.88,1,Not_Canceled
INN02620,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,7,23,Online,0,0,0,99.9,0,Canceled
INN00332,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109,0,Canceled
INN28028,2,0,1,3,Meal Plan 1,0,Room_Type 1,3,2017,8,17,Corporate,0,0,0,130,0,Canceled
INN06699,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2017,11,1,Online,0,0,0,87,1,Not_Canceled
INN24032,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,5,9,Online,0,0,0,89,0,Not_Canceled
INN23648,2,0,0,2,Meal Plan 1,0,Room_Type 1,37,2017,9,16,Online,0,0,0,94.5,0,Not_Canceled
INN28980,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115,0,Canceled
INN00564,2,0,1,3,Meal Plan 1,0,Room_Type 1,232,2018,9,5,Online,0,0,0,100.3,0,Canceled
INN33830,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,5,6,Online,0,0,0,138,1,Not_Canceled
INN11314,2,0,0,4,Meal Plan 1,0,Room_Type 1,105,2017,9,16,Online,0,0,0,71.4,0,Not_Canceled
INN14490,2,0,0,4,Meal Plan 1,0,Room_Type 4,50,2017,11,10,Offline,0,0,0,69,0,Not_Canceled
INN32543,1,0,2,3,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,74,0,Not_Canceled
INN07083,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,11,3,Online,0,0,0,112,1,Canceled
INN19429,1,0,0,2,Meal Plan 1,0,Room_Type 4,8,2018,5,10,Online,0,0,0,108.57,1,Canceled
INN31295,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,11,29,Corporate,0,0,0,65,0,Not_Canceled
INN15352,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,8,15,Online,0,0,0,165.67,2,Not_Canceled
INN20405,2,0,2,5,Meal Plan 1,0,Room_Type 4,39,2018,4,21,Online,0,0,0,117.98,1,Not_Canceled
INN12680,2,0,1,0,Not Selected,0,Room_Type 1,30,2018,11,14,Online,0,0,0,88,1,Not_Canceled
INN11145,1,0,1,1,Not Selected,0,Room_Type 1,4,2018,4,16,Online,0,0,0,104,1,Not_Canceled
INN05347,2,0,0,4,Meal Plan 1,0,Room_Type 1,209,2018,8,16,Online,0,0,0,90.95,1,Canceled
INN09171,2,1,1,3,Meal Plan 1,0,Room_Type 1,180,2018,8,11,Online,0,0,0,114.75,0,Canceled
INN06104,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75,0,Canceled
INN26348,2,0,0,4,Meal Plan 1,0,Room_Type 1,85,2018,4,12,Online,0,0,0,90.95,1,Not_Canceled
INN27292,2,0,0,3,Meal Plan 1,0,Room_Type 4,82,2018,9,15,Online,0,0,0,149.4,1,Canceled
INN01267,2,1,1,3,Meal Plan 1,0,Room_Type 4,85,2018,8,29,Online,0,0,0,143.1,0,Not_Canceled
INN06107,1,0,2,5,Meal Plan 1,0,Room_Type 2,20,2017,9,1,Offline,0,0,0,85.5,1,Not_Canceled
INN12547,2,0,2,5,Meal Plan 1,0,Room_Type 4,65,2018,9,15,Online,0,0,0,149.4,3,Not_Canceled
INN13006,1,1,0,2,Not Selected,0,Room_Type 1,164,2018,8,4,Online,0,0,0,94.5,1,Not_Canceled
INN15994,2,0,2,5,Meal Plan 1,0,Room_Type 1,69,2017,7,22,Online,0,0,0,76.5,2,Canceled
INN30701,3,0,0,2,Meal Plan 1,0,Room_Type 4,69,2018,5,27,Online,0,0,0,159.3,2,Not_Canceled
INN02846,3,0,0,3,Meal Plan 1,0,Room_Type 4,198,2018,9,22,Online,0,0,0,159.3,3,Not_Canceled
INN14628,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65,0,Not_Canceled
INN19996,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,2,26,Corporate,0,0,0,31,1,Not_Canceled
INN00671,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
INN14666,3,0,1,2,Meal Plan 1,0,Room_Type 4,12,2018,4,11,Online,0,0,0,157,2,Not_Canceled
INN23947,3,1,0,1,Meal Plan 1,0,Room_Type 4,82,2018,7,9,Online,0,0,0,181.7,1,Not_Canceled
INN15207,2,0,0,5,Meal Plan 1,0,Room_Type 4,129,2018,8,16,Online,0,0,0,124.2,2,Not_Canceled
INN02861,2,0,2,3,Meal Plan 1,0,Room_Type 1,87,2018,5,21,Online,0,0,0,119.85,1,Not_Canceled
INN26985,1,0,2,2,Meal Plan 1,0,Room_Type 1,359,2018,9,16,Online,0,0,0,95,0,Canceled
INN04357,2,0,2,3,Meal Plan 1,0,Room_Type 4,130,2018,9,10,Offline,0,0,0,99.95,0,Not_Canceled
INN22732,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,8,17,Online,0,0,0,138,2,Not_Canceled
INN15993,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,6,20,Online,0,0,0,103.35,1,Not_Canceled
INN11876,2,0,0,3,Meal Plan 1,0,Room_Type 4,72,2018,6,1,Online,0,0,0,108.11,0,Not_Canceled
INN34711,3,0,1,1,Meal Plan 1,0,Room_Type 4,46,2018,5,16,Online,0,0,0,163.8,2,Not_Canceled
INN22749,3,0,2,5,Meal Plan 1,0,Room_Type 4,79,2018,7,6,Online,0,0,0,146.96,2,Not_Canceled
INN16031,2,3,0,1,Meal Plan 1,0,Room_Type 2,4,2017,12,11,Complementary,0,0,0,0,0,Not_Canceled
INN21773,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,5,16,Corporate,1,0,1,95,0,Not_Canceled
INN17145,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,3,9,Corporate,1,1,5,65,0,Not_Canceled
INN29070,3,0,0,3,Meal Plan 1,0,Room_Type 4,106,2018,10,11,Online,0,0,0,151.2,2,Canceled
INN35149,2,0,0,1,Meal Plan 1,0,Room_Type 1,32,2018,1,16,Online,0,0,0,78.3,0,Canceled
INN16700,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107,0,Canceled
INN32484,2,0,2,2,Meal Plan 1,0,Room_Type 4,164,2018,9,30,Online,0,0,0,126.9,1,Canceled
INN08862,2,0,1,3,Meal Plan 1,0,Room_Type 4,140,2018,7,18,Online,0,0,0,114.33,1,Not_Canceled
INN11612,2,0,2,3,Meal Plan 1,0,Room_Type 1,41,2018,2,5,Online,0,0,0,79.43,0,Not_Canceled
INN32050,3,0,0,3,Meal Plan 1,0,Room_Type 1,93,2018,6,8,Online,0,0,0,159.3,0,Canceled
INN22120,1,2,0,3,Meal Plan 1,0,Room_Type 4,127,2018,12,27,Online,0,0,0,101.55,1,Canceled
INN29890,2,0,0,3,Meal Plan 1,0,Room_Type 1,97,2018,4,28,Online,0,0,0,108.3,1,Not_Canceled
INN13469,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2017,11,25,Corporate,1,0,1,65,1,Not_Canceled
INN07573,2,0,2,9,Meal Plan 1,0,Room_Type 4,156,2018,10,26,Online,0,0,0,104.32,1,Canceled
INN02019,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,3,18,Online,0,0,0,109,1,Not_Canceled
INN36075,2,0,2,3,Meal Plan 1,0,Room_Type 1,60,2017,12,27,Offline,0,0,0,68,0,Not_Canceled
INN23999,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,3,Corporate,0,0,0,79,0,Not_Canceled
INN04832,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,8,12,Corporate,0,0,0,65,0,Not_Canceled
INN15558,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,14,Online,0,0,0,129,0,Not_Canceled
INN23994,1,0,1,0,Meal Plan 1,0,Room_Type 5,2,2017,8,2,Complementary,0,0,0,0,0,Not_Canceled
INN32723,2,0,1,2,Meal Plan 1,0,Room_Type 4,12,2018,2,5,Online,1,11,21,108,1,Not_Canceled
INN04640,1,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,9,30,Online,0,0,0,205,2,Not_Canceled
INN35254,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,9,15,Online,0,0,0,139,0,Canceled
INN22368,2,0,1,1,Not Selected,0,Room_Type 1,82,2018,5,16,Online,0,0,0,116.1,1,Not_Canceled
INN00694,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,10,28,Online,0,0,0,109.8,0,Canceled
INN14853,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,6,17,Offline,0,0,0,95.88,0,Canceled
INN17625,2,0,1,3,Meal Plan 1,0,Room_Type 1,23,2018,1,7,Online,0,0,0,87,2,Not_Canceled
INN26608,2,0,2,2,Meal Plan 1,0,Room_Type 1,75,2017,10,31,Online,0,0,0,76.5,1,Canceled
INN20808,2,0,1,1,Meal Plan 1,0,Room_Type 1,36,2018,4,2,Online,0,0,0,117.9,2,Not_Canceled
INN14041,3,0,1,0,Meal Plan 1,0,Room_Type 1,117,2018,6,27,Online,0,0,0,128.7,2,Not_Canceled
INN19645,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,2018,9,5,Offline,0,0,0,89.14,1,Not_Canceled
INN18490,2,0,1,2,Not Selected,0,Room_Type 1,52,2018,10,17,Online,0,0,0,108,0,Canceled
INN24905,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,8,29,Offline,0,0,0,80,0,Not_Canceled
INN06857,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115,0,Canceled
INN36085,2,0,2,4,Not Selected,0,Room_Type 1,91,2018,4,2,Online,0,0,0,81.25,1,Canceled
INN33209,3,0,2,4,Meal Plan 1,0,Room_Type 4,30,2018,7,7,Online,0,0,0,168.3,4,Not_Canceled
INN16407,2,0,1,2,Meal Plan 1,0,Room_Type 4,64,2018,9,5,Online,0,0,0,115.5,2,Not_Canceled
INN29976,2,1,2,1,Meal Plan 1,0,Room_Type 1,61,2018,9,25,Online,0,0,0,152.1,1,Canceled
INN36162,1,0,0,1,Meal Plan 1,0,Room_Type 1,73,2018,10,28,Offline,0,0,0,62,0,Not_Canceled
INN13101,2,1,1,0,Meal Plan 1,0,Room_Type 1,25,2018,7,18,Online,0,0,0,186.5,2,Not_Canceled
INN06007,2,0,0,4,Not Selected,0,Room_Type 1,49,2018,11,16,Online,0,0,0,74.8,2,Canceled
INN16316,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115,0,Canceled
INN16926,1,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,7,10,Online,0,0,0,145,0,Canceled
INN17943,3,0,0,4,Meal Plan 1,0,Room_Type 4,1,2018,7,6,Online,0,0,0,189.5,0,Not_Canceled
INN20395,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80,0,Not_Canceled
INN17825,2,0,0,5,Meal Plan 1,0,Room_Type 2,43,2018,2,23,Online,0,0,0,66.43,0,Canceled
INN07052,2,0,2,3,Meal Plan 1,0,Room_Type 4,6,2017,9,13,Online,0,0,0,103.15,1,Not_Canceled
INN13459,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,18,Offline,0,0,0,59.5,0,Not_Canceled
INN29531,3,0,2,2,Meal Plan 1,0,Room_Type 4,62,2018,7,2,Online,0,0,0,150.3,2,Not_Canceled
INN11666,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65,0,Not_Canceled
INN08091,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,3,2,Offline,0,0,0,56,0,Not_Canceled
INN14734,1,0,0,0,Meal Plan 1,0,Room_Type 1,4,2018,4,30,Online,0,0,0,0,0,Not_Canceled
INN10812,2,0,1,1,Meal Plan 1,0,Room_Type 1,78,2018,7,18,Online,0,0,0,105.3,0,Canceled
INN06458,2,1,0,3,Meal Plan 1,0,Room_Type 1,113,2018,7,12,Online,0,0,0,121.5,0,Not_Canceled
INN31717,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,5,13,Online,0,0,0,135,0,Canceled
INN09215,2,0,0,4,Meal Plan 1,0,Room_Type 4,58,2018,3,29,Online,0,0,0,98.6,1,Not_Canceled
INN31969,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80,0,Not_Canceled
INN22005,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130,0,Canceled
INN04452,2,0,0,1,Not Selected,0,Room_Type 1,43,2018,6,9,Online,0,0,0,75.54,1,Canceled
INN01757,1,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,86,0,Not_Canceled
INN30799,2,0,1,1,Meal Plan 1,0,Room_Type 1,30,2018,5,23,Online,0,0,0,117.9,0,Canceled
INN05028,3,0,2,2,Meal Plan 1,0,Room_Type 4,212,2018,10,9,Online,0,0,0,103.84,1,Canceled
INN32026,2,0,2,4,Not Selected,0,Room_Type 1,98,2018,7,6,Online,0,0,0,103.5,1,Not_Canceled
INN29076,2,0,0,3,Meal Plan 1,0,Room_Type 4,38,2018,10,19,Online,0,0,0,161.33,1,Canceled
INN05902,2,0,2,3,Meal Plan 1,0,Room_Type 1,59,2018,5,14,Offline,0,0,0,85.5,0,Not_Canceled
INN11944,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,4,13,Corporate,0,0,0,129,0,Not_Canceled
INN08689,2,0,0,4,Meal Plan 1,0,Room_Type 1,61,2017,10,13,Online,0,0,0,89.25,1,Not_Canceled
INN29104,2,1,2,7,Meal Plan 1,0,Room_Type 1,80,2017,7,31,Online,0,0,0,75.79,1,Not_Canceled
INN31070,2,0,2,1,Meal Plan 1,0,Room_Type 4,47,2017,11,14,Offline,0,0,0,60,0,Not_Canceled
INN17080,2,0,2,1,Meal Plan 1,0,Room_Type 1,138,2018,9,11,Offline,0,0,0,80.75,0,Not_Canceled
INN33362,2,1,1,1,Meal Plan 1,1,Room_Type 1,31,2018,7,23,Online,0,0,0,161.1,0,Not_Canceled
INN00588,2,0,2,2,Meal Plan 1,1,Room_Type 1,61,2018,9,2,Online,0,0,0,118.8,1,Not_Canceled
INN35662,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
INN03131,2,0,2,1,Meal Plan 1,0,Room_Type 1,48,2018,5,22,Online,0,0,0,92.83,2,Not_Canceled
INN12773,2,0,2,2,Meal Plan 1,0,Room_Type 2,62,2018,9,4,Online,0,0,0,96.23,0,Canceled
INN35842,3,0,1,3,Meal Plan 1,0,Room_Type 4,92,2018,8,22,Online,0,0,0,150.3,0,Canceled
INN34944,2,0,0,1,Meal Plan 1,1,Room_Type 1,6,2017,8,14,Online,0,0,0,98,0,Not_Canceled
INN15538,2,0,1,1,Meal Plan 1,0,Room_Type 2,216,2018,7,18,Online,0,0,0,86.63,1,Canceled
INN17296,1,0,2,4,Meal Plan 2,0,Room_Type 1,0,2018,11,5,Online,0,0,0,113.33,0,Not_Canceled
INN17828,2,0,2,5,Not Selected,0,Room_Type 1,256,2018,10,18,Online,0,0,0,83.18,1,Canceled
INN27189,2,0,2,2,Meal Plan 1,0,Room_Type 1,12,2018,11,11,Online,0,0,0,86.4,3,Not_Canceled
INN12833,2,0,2,3,Meal Plan 1,0,Room_Type 1,40,2018,5,21,Online,0,0,0,126.9,0,Canceled
INN01039,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,5,31,Online,0,0,0,106.25,0,Not_Canceled
INN22173,2,0,1,3,Meal Plan 1,0,Room_Type 1,23,2018,9,15,Online,0,0,0,156.5,0,Canceled
INN09734,2,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,1,12,Online,0,0,0,69.6,0,Not_Canceled
INN24013,2,0,2,5,Meal Plan 1,0,Room_Type 1,42,2018,4,24,Online,0,0,0,81.73,1,Not_Canceled
INN00625,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85,1,Not_Canceled
INN25613,2,0,0,1,Meal Plan 1,0,Room_Type 4,150,2018,8,27,Online,0,0,0,109.8,1,Not_Canceled
INN05869,2,0,1,0,Not Selected,0,Room_Type 1,60,2018,4,17,Online,0,0,0,94.5,0,Not_Canceled
INN08662,2,0,1,3,Meal Plan 1,0,Room_Type 1,157,2018,7,11,Online,0,0,0,101.58,1,Canceled
INN20517,2,2,0,1,Meal Plan 1,0,Room_Type 6,13,2018,7,9,Online,0,0,0,231,3,Not_Canceled
INN01795,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98,0,Not_Canceled
INN23168,2,0,1,1,Meal Plan 1,0,Room_Type 1,50,2018,5,21,Offline,0,0,0,85.5,0,Not_Canceled
INN06534,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
INN02161,2,0,0,3,Meal Plan 1,0,Room_Type 4,60,2018,3,3,Online,0,0,0,87.3,1,Canceled
INN01028,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,29,Online,0,0,0,89,0,Not_Canceled
INN32420,3,0,1,2,Meal Plan 1,1,Room_Type 4,25,2018,6,13,Online,0,0,0,142.45,2,Not_Canceled
INN06711,2,1,1,3,Meal Plan 1,0,Room_Type 1,70,2018,4,4,Online,0,0,0,106.25,3,Not_Canceled
INN17476,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
INN14252,3,0,1,4,Meal Plan 1,0,Room_Type 4,39,2018,4,20,Online,0,0,0,139.5,0,Canceled
INN09253,1,0,0,3,Meal Plan 1,0,Room_Type 1,134,2018,6,30,Online,0,0,0,90.9,0,Canceled
INN07747,2,0,0,2,Meal Plan 1,0,Room_Type 2,125,2018,7,20,Offline,0,0,0,72.25,0,Canceled
INN25099,2,0,2,3,Meal Plan 1,0,Room_Type 1,222,2018,10,2,Online,0,0,0,102.85,1,Canceled
INN05312,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89,0,Canceled
INN17180,1,0,0,4,Meal Plan 1,0,Room_Type 1,12,2018,11,1,Online,0,0,0,85,0,Canceled
